date,event_code,goldstein,num_mentions,avg_tone,actor1,actor2,location,latitude,longitude,source_url
2025-11-10,50,3.5,5,5,CATHOLIC,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,190,-10.0,1,1,CIVILIAN,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,190,-10.0,1,1,CIVILIAN,SUDANESE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,234,3.4,6,6,ACTOR,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,112,-2.0,2,2,ITALIAN,THE INTERNATIONAL COMMUNITY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,10,0.0,7,7,BISHOP,BISHOP,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,111,-2.0,8,8,BISHOP,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,10,0.0,2,2,BISHOP,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,17,0.0,8,8,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,51,3.4,1,1,SUDAN,ARMY,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,51,3.4,1,1,SUDAN,ARMY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,17,0.0,10,10,SUDAN,PRIEST,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,46,7.0,10,10,SUDAN,SOUTH SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-03,871,9.0,10,10,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,81,5.0,2,2,HASSAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-10,110,-2.0,2,2,HASSAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-10,202,-10.0,3,3,SUDAN,MEDIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,20,3.0,6,6,SUDAN,SYRIA,Sudan,,16.0,SU
2025-11-10,26,4.0,6,6,PRESIDENT,ITALY,Sudan,,16.0,SU
2025-11-10,43,2.8,4,4,,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,130,-4.4,6,6,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,80,5.0,2,2,,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-10,356,7.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,80,5.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,172,-5.0,6,6,CIVILIAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,46,7.0,4,4,PRESIDENT,FIGHTER JET,Sudan,,16.0,SU
2025-11-10,42,1.9,6,6,DOCTOR,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,180,-9.0,2,2,JAKARTA,DARFUR,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-10,1821,-9.0,10,10,JAKARTA,SUDANESE,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-10,10,0.0,2,2,MILITARY OFFICIAL,CHINESE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-10,80,5.0,1,1,MILITARY,AID GROUP,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,171,-9.2,1,1,PARAMILITARY,SAUDI,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,20,3.0,6,6,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,50,3.5,4,4,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,190,-10.0,5,5,KORDOFAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-10,10,0.0,2,2,SUDAN,THE ASSOCIATED PRESS,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,40,1.0,1,1,,KENYA,Sudan,,16.0,SU
2025-11-10,190,-10.0,3,3,SCHOOL,HOSPITAL,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-10,51,3.4,3,3,PRESIDENT,,Sudan,,16.0,SU
2025-11-10,214,3.4,10,10,DOCTOR,THE INTERNATIONAL COMMUNITY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,90,-2.0,10,10,DOCTOR,THE INTERNATIONAL COMMUNITY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,73,7.4,1,1,NORWEGIAN,NORWAY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-10,73,7.4,1,1,NORWEGIAN,NORWAY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,10,0.0,2,2,SUDAN,KENYA,Sudan,,16.0,SU
2025-11-10,20,3.0,4,4,ADDIS ABABA,IGAD,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,333,5.2,10,10,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,42,1.9,10,10,COMMANDER,DISPLACED PERSON,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,43,2.8,10,10,COMMANDER,DISPLACED PERSON,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,90,-2.0,4,4,SUDAN,DISPLACED PERSON,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,20,3.0,5,5,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,311,5.2,12,12,SUDAN,CHINA,Sudan,,16.0,SU
2025-11-10,50,3.5,4,4,SUDAN,CHINA,Sudan,,16.0,SU
2025-11-10,20,3.0,8,8,DUBLIN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-10,1821,-9.0,5,5,GANG,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,43,2.8,5,5,ERITREA,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-10,90,-2.0,8,8,STUTTGART,,Sudan,,16.0,SU
2025-11-10,12,-0.4,4,4,PRESIDENT,DEMOCRATIC REPUBLIC OF THE CONGO,Sudan,,16.0,SU
2025-11-10,25,-0.3,2,2,PRESIDENT,COMMUNITY,Sudan,,16.0,SU
2025-11-10,186,-10.0,1,1,AFRICA,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-10,162,-5.6,2,2,ADMINISTRATION,NIGERIA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-10,71,7.4,5,5,THESSALONIKI,,Sudan,,16.0,SU
2025-11-10,25,-0.3,1,1,AID GROUP,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-02,190,-10.0,6,6,SUDAN,WORKER,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,43,2.8,5,5,,STUDENT,Sudan,,16.0,SU
2025-11-09,80,5.0,1,1,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,10,0.0,5,5,STUDENT,,Sudan,,16.0,SU
2025-11-09,42,1.9,5,5,STUDENT,,Sudan,,16.0,SU
2025-11-09,14,0.0,5,5,AUTHORITIES,OMDURMAN,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-09,14,0.0,5,5,AUTHORITIES,OMDURMAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,46,7.0,5,5,UNICEF,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,356,7.0,4,4,PARAMILITARY,UNITED ARAB EMIRATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,25,-0.3,1,1,AID GROUP,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,20,3.0,5,5,BERGEN,THE INTERNATIONAL COMMUNITY,Sudan,,16.0,SU
2025-11-09,1384,-7.0,10,10,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,203,-10.0,5,5,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,42,1.9,1,1,DARFUR,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,1821,-9.0,8,8,SOUTH SUDAN,,Sudan,,16.0,SU
2025-11-09,25,-0.3,1,1,AID GROUP,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,71,7.4,5,5,THESSALONIKI,,Sudan,,16.0,SU
2025-11-09,80,5.0,1,1,MILITARY,AID GROUP,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,190,-10.0,2,2,SCHOOL,HOSPITAL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,190,-10.0,3,3,SCHOOL,HOSPITAL,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,214,3.4,10,10,DOCTOR,THE INTERNATIONAL COMMUNITY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,90,-2.0,10,10,DOCTOR,THE INTERNATIONAL COMMUNITY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,73,7.4,1,1,NORWEGIAN,NORWAY,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,73,7.4,1,1,NORWEGIAN,NORWAY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,80,5.0,10,10,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,43,2.8,2,2,ABU DHABI,MILITANT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,1124,-2.0,2,2,THE UN,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,1121,-2.0,4,4,AMNESTY INTERNATIONAL,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,42,1.9,6,6,RUSSIA,TURKEY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,192,-9.5,3,3,KHARTOUM,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,190,-10.0,2,2,SUDAN,FIGHTER,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,193,-10.0,2,2,SUDAN,FIGHTER,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,182,-9.5,1,1,HOSPITAL,DOCTORS WITHOUT BORDERS,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,42,1.9,4,4,DOCTOR,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,13,0.4,1,1,HOSPITAL,THE ASSOCIATED PRESS,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,80,5.0,5,5,PARAMILITARY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,874,10.0,5,5,PARAMILITARY,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,10,0.0,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,871,9.0,8,8,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,202,-10.0,3,3,SUDAN,MEDIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,36,4.0,6,6,,EGYPTIAN,Sudan,,16.0,SU
2025-11-09,40,1.0,16,16,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,130,-4.4,2,2,,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,190,-10.0,2,2,,SUDAN,"El-Geneina, Gharb Darfur, Sudan",37134,13.45,-1936
2025-11-09,13,0.4,2,2,UNIVERSITY,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,10,0.0,6,6,HASSAN,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,51,3.4,2,2,KENYA,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,173,-5.0,3,3,ARMY,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,173,-5.0,3,3,ARMY,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,192,-9.5,3,3,MILITARY,DARFUR,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,192,-9.5,2,2,MILITARY,DARFUR,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,192,-9.5,10,10,ARMY,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,190,-10.0,8,8,SUDAN,,Sudan,,16.0,SU
2025-11-09,61,6.4,2,2,SUDAN,KENYA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,191,-9.5,8,8,SUDAN,KENYA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,112,-2.0,16,16,DARFUR,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,62,7.4,16,16,ZAGHAWA,ARMY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-02,42,1.9,2,2,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,30,4.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,43,2.8,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-10-10,112,-2.0,8,8,PORT SUDAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,112,-2.0,2,2,PORT SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,110,-2.0,4,4,DARFUR,PARAMILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,43,2.8,8,8,PARAMILITARY FORCE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,42,1.9,6,6,SUDAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,51,3.4,6,6,EGYPT,SUDAN,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,256,-0.3,5,5,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,190,-10.0,1,1,PORT SUDAN,COMMANDER,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-09,32,4.5,20,20,THE AU,AFRICA,Sudan,,16.0,SU
2025-11-09,51,3.4,20,20,THE AU,AFRICA,Sudan,,16.0,SU
2025-11-09,190,-10.0,2,2,CIVILIAN,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,51,3.4,4,4,SUDANESE,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,51,3.4,2,2,SUDANESE,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,33,5.2,2,2,SUDAN,,Sudan,,16.0,SU
2025-11-09,115,-2.0,2,2,SUDAN,,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-09,42,1.9,1,1,KHARTOUM,SOUTH SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,43,2.8,1,1,SOUTH SUDAN,KHARTOUM,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,112,-2.0,3,3,,COMMANDER,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,130,-4.4,2,2,THE UN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,130,-4.4,4,4,THE UN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,180,-9.0,3,3,COMMANDER,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,10,0.0,3,3,DARFUR,SPOKESMAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,130,-4.4,10,10,,SUDAN,Sudan,,16.0,SU
2025-11-09,203,-10.0,5,5,ADMINISTRATION,,Sudan,,16.0,SU
2025-11-09,51,3.4,5,5,,DISPLACED PERSON,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,202,-10.0,2,2,CIVILIAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,12,-0.4,6,6,EUROPEAN COMMISSION,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,12,-0.4,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,60,6.0,2,2,PORT SUDAN,,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-08,70,7.0,2,2,PORT SUDAN,,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-09,20,3.0,5,5,,SUDAN,"To Gaza, Shamal Kurdufan, Sudan",37089,13.3667,-15476
2025-11-09,40,1.0,2,2,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,12,-0.4,1,1,AMBASSADOR,DARFUR,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,73,7.4,2,2,GAZA,,"To Gaza, Shamal Kurdufan, Sudan",37089,13.3667,-15476
2025-11-09,70,7.0,4,4,SUDAN,,"To Gaza, Shamal Kurdufan, Sudan",37089,13.3667,-15476
2025-11-09,1821,-9.0,5,5,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,190,-10.0,5,5,,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,163,-8.0,10,10,,COMMANDER,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,112,-2.0,5,5,,SUDAN,"Gedaref State, Al Qa?arif, Sudan",37050,14.25,315350
2025-11-09,16,-2.0,1,1,,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,173,-5.0,2,2,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,173,-5.0,4,4,SUDAN,ETHIOPIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,173,-5.0,1,1,SUDAN,ETHIOPIA,"Gedaref State, Al Qa?arif, Sudan",37050,14.25,315350
2025-11-09,71,7.4,2,2,UNITED ARAB EMIRATES,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,111,-2.0,8,8,PARIS,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,172,-5.0,2,2,THE UN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,172,-5.0,4,4,THE UN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,45,5.0,4,4,SUDANESE,ACTIVIST,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-09,40,1.0,4,4,,ITALY,Sudan,,16.0,SU
2025-11-09,12,-0.4,4,4,PRESIDENT,DEMOCRATIC REPUBLIC OF THE CONGO,Sudan,,16.0,SU
2025-11-09,25,-0.3,2,2,PRESIDENT,COMMUNITY,Sudan,,16.0,SU
2025-11-09,841,7.0,2,2,,FRENCH,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,36,4.0,10,10,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,120,-4.0,6,6,FRANCE,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,11,-0.1,3,3,OSAMA BIN LADEN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,20,3.0,8,8,JORDAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,40,1.0,8,8,HASSAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,42,1.9,6,6,REFUGEE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,234,3.4,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,10,0.0,10,10,SUDAN,INTERNATIONAL RESCUE COMMITTEE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,90,-2.0,10,10,INTELLIGENCE,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-09,80,5.0,8,8,,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-09,130,-4.4,6,6,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-09,172,-5.0,4,4,CIVILIAN,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,172,-5.0,3,3,CIVILIAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-09,70,7.0,6,6,AID GROUP,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-09,86,9.0,6,6,SUDAN,AID GROUP,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
